smiles,logSolubility
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402000000000001
C=Cc1ccccc1,-2.82
ClCCC#N,-0.29
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,-3.46
CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O,-5.35
O=N(=O)c1cccc2ccccc12,-3.54
C(Cc1ccccc1)c2ccccc2,-4.62
COc1ccccc1N(=O)=O,-1.96
Oc1cccc2ncccc12,-2.54
Clc1ccc(cc1)c2ccc(Cl)cc2,-6.56
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,-5.292999999999999
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001
O=c1cc[nH]c(=O)[nH]1,-1.4880000000000002
CCCCCCCCCCCC(=O)OC,-4.69
ClC(Cl)(Cl)C#N,-2.168
COc2cnc1cncnc1n2,-0.91
CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461
CCCCCCCI,-4.81
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23,-4.553999999999999
COc2ncc1nccnc1n2,-1.11
OCC1OC(O)(CO)C(O)C1O,0.64
CC(C)CCOC(=O)C,-1.92
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.184
O(c1ccccc1)c2ccccc2,-3.96
c2ccc1NCCc1c2,-1.04
c2ccc1[nH]nnc1c2,-0.78
Oc1ccc(O)cc1,-0.17
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-7.25
CCCCCC1CCCC1,-6.08
CCc1ccc(C)cc1,-3.11
CCCCCCCl,-3.12
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59
ClC(Br)Br,-1.9
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68
o1c2ccccc2c3ccccc13,-4.6
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924
CSC,-0.45
CC(C)COC(=O)C,-1.21
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-2.766
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,-2.369
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564
c1ccc2c(c1)[nH]c3ccccc32,-5.27
CCCBr,-1.73
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O),-3.48
Cc1ncc(N(=O)=O)n1CCO,-1.22
Brc1ccc(I)cc1,-4.56
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,-7.28
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl,-1.84
CC(C)C,-2.55
OCC(O)C(O)CO,0.7
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-5.47
c1ccccc1n2ncc(N)c(Br)c2(=O),-3.127
CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025
CSc1nnc(c(=O)n1N)C(C)(C)C,-2.253
CCCC=C(CC)C=O,-2.46
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O,-4.743
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047
C1CC=CC1,-2.1
c2ccc1[nH]ccc1c2,-1.52
CN(C)C(=O)C,1.11
Clc1ccc(cc1)N(=O)=O,-2.92
CC(C)CCO,-0.51
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2.322
O=C2NC(=O)C1(CCC1)C(=O)N2,-1.655
CCCCCCCCCCCCCCCCCCO,-8.4
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36
CCCCCOC(=O)CC,-1.28
CCCCCCCCCCCCO,-4.8
CCCC(=O)CC,-0.83
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592
CCCOC(=O)C,-0.72
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
CI,-1.0
Clc1ccc(Br)cc1,-3.63
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7
CCCC=O,-0.01
CC1CO1,-0.59
c2ccc1scnc1c2,-1.5
CC(C)C(=O)C,-0.12
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62
CCCOC,-0.39
Cc1ccc2cc(C)ccc2c1,-4.89
CC(C)I,-2.09
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.23
CCCC(=O)OC,-1.92
c2cnc1ncncc1n2,0.02
Cc1cc(C)c(C)c(C)c1C,-4.0
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5,-4.445
CC(C)CBr,-2.43
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-11.6
Cc1cc(C)c2ccccc2c1,-4.29
c1ccoc1,-0.82
COC(=O)c1ccccc1C(=O)OC,-1.66
CC(C)C1CCC(C)CC1O,-2.53
CN(=O)=O,0.26
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19
CCc1ccccc1,-2.77
C/C=C/C=O,0.32
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7
Oc1ccc2ccccc2c1,-2.28
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4,-5.4
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915
CCCCOCCO,-0.42
Cc1ccc(cc1)N(=O)=O,-2.49
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.37
Oc2ccc1ncccc1c2,-2.16
CCO,1.1
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl,-3.05
Brc1cccc2ccccc12,-4.35
O=Cc2ccc1OCOc1c2,-1.63
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8
c1(O)cc(O)ccc1CCCCCC,-2.59
O=C(c1ccccc1)c2ccccc2,-3.12
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.661
CCCCCCCCCCCCCCCCCCCC,-8.172
NC(=O)N,0.96
CCNc1ccccc1,-1.7
CC(C)C(=O)C(C)C,-1.3
OCc1ccccc1,-0.4
c1cncnc1,1.1
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02
O=C1CCCN1,1.07
c1ccccc1C(O)C(O)c2ccccc2,-1.93
NC(=N)NS(=O)(=O)c1ccc(N)cc1,-1.99
C1CCCCCC1,-3.51
Fc1cccc(Br)c1,-2.67
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95
CCC#CCC,-1.99
O=c1[nH]cnc2nc[nH]c12,-2.296
O=C1NC(=O)NC(=O)C1(C)C,-1.742
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,-1.8
NC(N)=NC#N,-0.31
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.81
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604
CCCC(O)CC,-0.8
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.144
CCN2c1ccccc1N(C)C(=S)c3cccnc23,-4.706
CCCCCC=O,-1.3
CC(C)CCOC=O,-1.52
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-6.876
CSSC,-1.44
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,-3.84
CCNC(=S)NCC,-1.46
c1ccc2ncccc2c1,-1.3
C/C1CCC(\C)CC1,-4.47
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468
CCSCc1ccccc1OC(=O)NC,-2.09
Clc1cc(Cl)cc(Cl)c1,-4.48
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8
C1OC(O)C(O)C(O)C1O,0.39
Cc1c2ccccc2c(C)c3ccccc13,-6.57
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89
CCCCCCCCO,-2.39
Clc1ccccc1c2ccccc2Cl,-5.27
Cc1ccccc1O,-0.62
O=C1CCC(=O)N1,0.3
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O,-3.38
C1OC1c2ccccc2,-1.6
CC1=C(CCCO1)C(=O)Nc2ccccc2,-2.56
CCCC/C=C/C,-3.82
Cc1cc(C)c(O)c(C)c1,-2.05
CCCCCCCO,-1.81
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,-2.523
CCCC(=O)C,-0.19
CN(C)C(=O)NC1CCCCCCC1,-2.218
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,-4.114
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79
Cc1cc(C)c(C)cc1C,-4.59
CCCCN(CC)C(=O)SCCC,-3.53
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53
Nc1cccc(Cl)c1,-1.37
C(c1ccccc1)c2ccccc2,-4.08
CCCCCCCC#C,-4.24
CCC(O)CC,-0.24
Cc1cccc(N)c1,-0.85
CCCCCCCCCCCCCCO,-5.84
CCCCCCC(=O)OCC,-2.74
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89
O=C1NC(=O)C(=O)N1,-0.4
CCCOC(C)C,-1.34
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.35
CCOC=O,0.15
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999
CC1CCCO1,0.11
CCOCC,-0.09
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-5.46
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953
CC1=CCCCC1,-3.27
CCC,-1.94
CC1(C)C2CCC1(C)C(=O)C2,-1.96
CCCCC(CC)CO,-2.11
CCC#C,-1.24
CCc1ccccn1,0.51
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99
CCCSCCC,-2.58
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3.64
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2
NC(=O)NC1NC(=O)NC1=O,-1.6
Nc1cc(nc(N)n1=O)N2CCCCC2,-1.989
Oc1ccc(Cl)c(Cl)c1Cl,-2.67
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O,-4.13
CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716
ICI,-2.34
CCCCC=O,-0.85
CC(C)CCCO,-1.14
CCCCC(C)CC,-5.16
CCNc1nc(Cl)nc(NCC)n1,-4.55
c1ccc2c(c1)ccc3c4ccccc4ccc23,-8.057
CCCCCC(=O)C,-1.45
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-8.23
Oc1cccc(O)c1,0.81
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42
Clc1ccc(Cl)c(Cl)c1,-3.59
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-6.307
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982
CCCCCCCCC(=O)OCC,-3.8
CCN2c1ccccc1N(C)C(=O)c3cccnc23,-3.324
COc1ccccc1O,-1.96
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-5.282
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.2460000000000004
c1ccccc1(OC(=O)NC),-1.803
c1c(NC(=O)c2ccccc2(I))cccc1,-4.21
CCCCCCCCCCCCCCCCO,-7.0
CC(Cl)(Cl)Cl,-2.0
CCCCCC(=O)OCC,-2.35
CCCCCCCCC=C,-5.51
C1CCOCC1,-0.03
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0
Nc1cc[nH]c(=O)n1,-1.155
CCCC=C,-2.68
Cc1ccc(O)cc1,-0.73
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,-2.68
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93
Cc1cccc(O)c1,-0.68
C2c1ccccc1N(CCF)C(=O)c3ccccc23,-4.799
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-2.17
Oc1ccccn1,1.02
CCCCC(C)O,-0.89
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89
CC(C)OC(=O)C,-0.55
Oc2ncc1nccnc1n2,-1.947
CCC(C)(C)CC,-4.23
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.7
Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-8.6
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82
O=N(=O)c1c(Cl)c(Cl)ccc1,-3.48
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O,-3.5860000000000003
Cc1c[nH]c2ccccc12,-2.42
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839
Nc1cccc(c1)N(=O)=O,-2.19
CCCCC(=O)OCC,-2.25
CCCCCCCCCCCCCCCC,-8.4
CCNc1nc(Cl)nc(NC(C)C)n1,-3.85
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2,-4.93
CCCOC(=O)c1ccc(N)cc1,-2.452
ClC=C,-1.75
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C,-5.66
CCCC,-2.57
CCCCCCCCC(=O)OC,-3.38
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34,-3.19
O=C1NC(=O)NC(=O)C1(C)CC=C,-1.16
